,index,Date,Headline
10386,10386,2015-01-16,Muslims are main victims of fanatics: French president
10387,10387,2015-01-17,US praises ban on Haqqanis
10388,10388,2015-01-17,Countrywide protests against caricatures
10389,10389,2015-01-17,Dozens arrested in anti-terror raids across Europe
10390,10390,2015-01-17,Shortage of petrol hits alarming levels
10391,10391,2015-01-17,Nadra officials sentenced for issuing NICs to Afghans 
10392,10392,2015-01-18,Sharif suspends four top officials
10393,10393,2015-01-18,Crisis brings down power generation by 2 000MW
10394,10394,2015-01-18,Seminaries to help identify ‘black sheep’
10395,10395,2015-01-18,First polio case of new year reported from Tank
10396,10396,2015-01-18,TTP man gets death sentence for attack on Ahmadis
10397,10397,2015-01-19,PML-N leaders blame crisis on Sharifs’ misplaced trust
10398,10398,2015-01-19,No sign of let-up in petrol shortage
10399,10399,2015-01-19,De Villiers scores fastest ODI century
10400,10400,2015-01-19,Two KMC officials killed
10401,10401,2015-01-19,Imran announces social sector plans for ‘naya KP’
10402,10402,2015-01-20,Petrol crisis deepens  spills over to Karachi
10403,10403,2015-01-20,Three security men  seven militants die in Bajaur clash
10404,10404,2015-01-20,Two countries seeking Lakhvi’s custody: FIA
10405,10405,2015-01-20,Six killed in US drone attack
10406,10406,2015-01-20,Analysis: Fuelling the fire 
10407,10407,2015-01-21,PM’s team blames Ogra for crisis
10408,10408,2015-01-21,Balochistan deprived of devolution benefits: CM
10409,10409,2015-01-21,Punjab bans glorification of terrorists
10410,10410,2015-01-21,Minister says Saudi funds destabilised country
10411,10411,2015-01-21,PPP calls for judicial probe into petrol shortage
10412,10412,2015-01-22,NAP objectives have to be met: PM
10413,10413,2015-01-22,Haqqani network and JuD banned
10414,10414,2015-01-22,Resignations of Sindh PTI MPAs accepted
10415,10415,2015-01-22,Three divorce utterances un-Islamic: CII
10416,10416,2015-01-22,Petrol crisis starts easing  but worries over funds remain
10417,10417,2015-01-22,IS suspects held in Lahore
10418,10418,2015-01-23,Analysis: Reko Diq’s billion-dollar mystery
10419,10419,2015-01-23,SC to take up pleas against 21st Amendment
10420,10420,2015-01-23,Man held after unvaccinated son catches polio
10421,10421,2015-01-23,Confusion over status of JuD  Haqqani network
10422,10422,2015-01-23,PM asks Dar to arrange Rs40bn for importing fuel
10423,10423,2015-01-24,Salman is new Saudi ruler  King Abdullah laid to rest
10424,10424,2015-01-24,Punjab ahead of other provinces in anti-terror steps
10425,10425,2015-01-24,Prestigious award for 145 Peshawar martyrs 
10426,10426,2015-01-24,Day of mourning in Pakistan
10427,10427,2015-01-24,Power system suffers severe blow 
10428,10428,2015-01-24,Fuel crisis: Senators enraged by govt’s ‘callousness’
10429,10429,2015-01-25,Interest rate cut by 100 basis points
10430,10430,2015-01-25,Breakdown plunges ‘80pc of country’ into darkness
10431,10431,2015-01-25,Judge wants anti-terror law examined
10432,10432,2015-01-25,Govt may let Musharraf fly to S. Arabia
10433,10433,2015-01-25,Analysis: Tracking terror money: mission impossible?
10434,10434,2015-01-26,Govt blames sabotage for massive power breakdown
10435,10435,2015-01-26,Raheel meets Chinese military leaders
10436,10436,2015-01-26,35 killed in  air strikes
10437,10437,2015-01-26,Centre yet to decide whether to discontinue 650MW supply to K-Electric
10438,10438,2015-01-26,India  US clinch N-energy deal
10439,10439,2015-01-27,Oil crisis: ‘entire supply chain to blame’
10440,10440,2015-01-27,54 cases selected  for military courts
10441,10441,2015-01-27,Beijing assures army chief of support in ‘all respects’
10442,10442,2015-01-27,Help sought from China  US to avoid blackouts
10443,10443,2015-01-27,Small drone crashes at White House complex  prompts lockdown
10444,10444,2015-01-27,Obama-Modi bonhomie gets reality check
10445,10445,2015-01-28,US-India N-deal to destabilise region: Aziz
10446,10446,2015-01-28,92 suspected militants killed in strikes
10447,10447,2015-01-28,PBC to challenge military courts
10448,10448,2015-01-28,PM retreats to Murree for key meetings
10449,10449,2015-01-28,Musharraf blames Kayani for delay in action against Taliban
10450,10450,2015-01-29,Process of LG elections completed in Balochistan
10451,10451,2015-01-29,Seven killed in drone strike
10452,10452,2015-01-29,SC seeks govt replies on challenges to 21st Amendment
10453,10453,2015-01-29,PM orders probe into Karachi killing
10454,10454,2015-01-29,Concerns to be raised about Indian hand in terrorism
10455,10455,2015-01-29,Ex-official to fix liability for fuel crisis
10456,10456,2015-01-30,Chaudhry Sarwar resigns  says land mafia has more clout than governor
10457,10457,2015-01-30,SC assails ‘thana culture’
10458,10458,2015-01-30,Nine of a family die after inhaling poisonous gas
10459,10459,2015-01-30,Sartaj sees arms race in S. Asia after India-US agreements
10460,10460,2015-01-30,Ogra seeks 10pc reduction in prices of oil products
10461,10461,2015-01-30,PM due in Karachi; Altaf retracts decision to quit MQM leadership
10462,10462,2015-01-30,Musharraf’s request to visit S. Arabia rejected
10463,10463,2015-01-31,Sectarian outrage in Shikarpur;  53 dead
10464,10464,2015-01-31,Two officials suspended for power breakdown
10465,10465,2015-01-31,PM advises PPP  MQM to resolve issues through talks
10466,10466,2015-01-31,Only 23 seminaries receiving foreign funding: minister
10467,10467,2015-02-01,Fuel prices cut  but sales tax increased
10468,10468,2015-02-01,Nation must win war on terror: PM
10469,10469,2015-02-01,Govt in a state of denial about Daesh?
10470,10470,2015-02-01,Imambargah was attacked by suicide bomber  say police
10471,10471,2015-02-01,Kech residents flee fallout of highway construction
10472,10472,2015-02-02,Indian FM likely to brief Russian  Chinese ministers on Obama visit
10473,10473,2015-02-02,Modi to visit China in May
10474,10474,2015-02-02,Comment: A new foreign policy paradigm
10475,10475,2015-02-02,Gas supply to textile sector hit by pipeline blast
10476,10476,2015-02-02,Sarwar plans to take part in active politics
10477,10477,2015-02-02,Economy rejuvenated by PML-N govt  claims minister
10478,10478,2015-02-02,Fazl says Kashmir settlement  key to peace  in S. Asia
10479,10479,2015-02-02,FC officer dies in landmine explosion
10480,10480,2015-02-03,Imran urges ECP to suspend speaker’s NA membership
10481,10481,2015-02-03,Provinces offered generous aid against terrorism
10482,10482,2015-02-03,Pakistan carries out test flight of Raad missile
10483,10483,2015-02-03,Minister orders crackdown on illegal money transactions
10484,10484,2015-02-03,School carnage survivors leave for China on ‘healing trip’
10485,10485,2015-02-03,Pakistan Day parade to be held after a gap of seven years
10486,10486,2015-02-04,Army calls for blanket action against terror outfits
10487,10487,2015-02-04,Four soldiers among 7 dead in Taliban’s Fata attacks
10488,10488,2015-02-04,Gwadar UC chairman shot dead
10489,10489,2015-02-04,Some elements circulating counterfeit currency: SBP
10490,10490,2015-02-04,Livid over corridor route  senators walk out of Senate twice
10491,10491,2015-02-05,Terrorist plot against Hazaras foiled: Nisar
10492,10492,2015-02-05,25 dead as Taiwan plane plunges into river
10493,10493,2015-02-05,Diplomat back from BD after terror funding allegation
10494,10494,2015-02-05,Indian move to change Kashmir demography criticised
10495,10495,2015-02-05,25 killed in air strikes
10496,10496,2015-02-05,Policeman on polio duty shot dead
10497,10497,2015-02-05,LNG replacing imported coal to generate power
10498,10498,2015-02-06,Extremism not unique to Islam  says Obama
10499,10499,2015-02-06,Pakistan reaffirms support for Kashmiris
10500,10500,2015-02-06,Govt goes after inactive exploration companies
10501,10501,2015-02-06,Positive indication about Chinese president’s Pakistan trip
10502,10502,2015-02-06,No change in fiscal deficit target: IMF
10503,10503,2015-02-07,Xi’s visit to kick-start corridor plan: Iqbal
10504,10504,2015-02-07,Shia rebels ‘take over’ Yemen
10505,10505,2015-02-07,Over 10 000 held under NAP
10506,10506,2015-02-07,Afghans’ border crossings reduced 
10507,10507,2015-02-07,Nisar praises anti-terror coordination with Kabul
10508,10508,2015-02-07,Loadshedding has ended  for industrial sector: ministry
10509,10509,2015-02-08,Trials in military courts begin next week
10510,10510,2015-02-08,Seven killed in Mohmand encounter
10511,10511,2015-02-08,Afghan refugees won’t be harassed  PTI assures envoy 
10512,10512,2015-02-08,Train passengers  PR staff to get insurance cover
10513,10513,2015-02-08,PM orders restoration of power supply to tube-wells 
10514,10514,2015-02-09,PM wants monitoring  of key ministries
10515,10515,2015-02-09,LI militants kill three members of pro-govt group 
10516,10516,2015-02-09,Ex-governor Sarwar meets Imran
10517,10517,2015-02-09,Neelum-Jhelum project may be further delayed  faces Rs50bn shortage
10518,10518,2015-02-09,World effectively combating terrorists  says Kerry
10519,10519,2015-02-10,MQM to hold rally in Karachi today
10520,10520,2015-02-10,Imran accuses Altaf of terrorising Karachi
10521,10521,2015-02-10,12 die in air strikes
10522,10522,2015-02-10,Funding cleared by govt  says S. Arabia
10523,10523,2015-02-10,Militant with ‘IS links’ killed in Helmand
10524,10524,2015-02-10,PTI and MQM on warpath
10525,10525,2015-02-11,Saudi money will be scrutinised: FO
10526,10526,2015-02-11,15 ‘militants’  FC man killed in clash
10527,10527,2015-02-11,Altaf Hussain apologises to PTI women
10528,10528,2015-02-11,Imran asks PM to file cases in UK against Altaf
10529,10529,2015-02-11,Iran offers electricity at low tariff
10530,10530,2015-02-12,Huge reserves of iron ore  copper to help break begging bowl: PM
10531,10531,2015-02-12,Ogra chief  PSO board take flak for petrol crisis
10532,10532,2015-02-12,Aziz calls for ‘major shift’ in ties with neighbours
10533,10533,2015-02-12,Military courts extended to Fata
10534,10534,2015-02-12,A govt climbdown in NA on taxes; some anti-terrorism pride
10535,10535,2015-02-12,Mostly old faces awarded PML-N ticket for Senate
10536,10536,2015-02-13,Obama calls Sharif  indicates desire to meet
10537,10537,2015-02-13,Army claims arrest of key men behind APS attack
10538,10538,2015-02-13,7 militants killed in Tirah air strikes
10539,10539,2015-02-13,China vows stronger economic  security ties with Pakistan
10540,10540,2015-02-14,20 killed in Peshawar sectarian attack
10541,10541,2015-02-14,Modi ready to resume engagement 
10542,10542,2015-02-14,Xi to discuss security  regional developments 
10543,10543,2015-02-14,Australia  NZ  SA all in fray  but don’t rule Pakistan out just yet
10544,10544,2015-02-15,Will history be rewritten by Misbah’s men today?
10545,10545,2015-02-15,Culprits in factory fire to be taken to task: PM
10546,10546,2015-02-15,Cyber crime suspects wanted by FBI  Interpol held
10547,10547,2015-02-15,BHC chief justice escapes bomb attack
10548,10548,2015-02-15,Minister made GB governor ahead of crucial polls
10549,10549,2015-02-16,US terms  Pak-India ties critical for regional peace
10550,10550,2015-02-16,Sectarian attacks’ mastermind killed
10551,10551,2015-02-16,KP seeks rightful share in oil  gas resources
10552,10552,2015-02-16,Shah calls for foreign policy overhaul
10553,10553,2015-02-16,India preserve flawless World Cup record against Pakistan
10554,10554,2015-02-17,Army will go to any extent for Karachi peace: COAS
10555,10555,2015-02-17,Ireland set off alarm bells
10556,10556,2015-02-17,Turkish premier arrives today 
10557,10557,2015-02-17,Anti-terror operation has  to succeed: PM
10558,10558,2015-02-17,Controversy as new GB governor takes oath
10559,10559,2015-02-18,Five die in attack on Lahore police
10560,10560,2015-02-18,Talks with Turkey on free trade accord to begin soon
10561,10561,2015-02-18,NZ down brave Scotland
10562,10562,2015-02-18,Key Taliban leader killed
10563,10563,2015-02-18,Islamabad  Kabul to continue joint anti-Taliban fight
10564,10564,2015-02-19,Need to work overtime to end sectarian attacks: Nisar
10565,10565,2015-02-19,Sharif calls for action against seminaries backing terrorism
10566,10566,2015-02-19,Another imambargah attacked by terrorists
10567,10567,2015-02-19,Afghan debut ends in loss to BD
10568,10568,2015-02-19,PML-N  PPP likely to gain almost equal representation in Senate
10569,10569,2015-02-20,Pakistan supports Afghan reconciliation
10570,10570,2015-02-20,‘Tortured’ maid rescued  employer arrested
10571,10571,2015-02-20,PM says victory against terrorists will require months of struggle
10572,10572,2015-02-20,Obama calls for addressing grievances that terrorists exploit
10573,10573,2015-02-20,Pakistan and West Indies look for first win in World Cup
10574,10574,2015-02-21,‘Force alone cannot eradicate extremism’
10575,10575,2015-02-21,Pakistan’s role in peace talks deserves credit: Ghani
10576,10576,2015-02-21,All issues to be taken up with Indian official: FO
10577,10577,2015-02-21,Eight die in Loralai coalmine blast
10578,10578,2015-02-22,US hints at slowing Afghan pullout
10579,10579,2015-02-22,EAC endorses proposal on ‘charter of economy’
10580,10580,2015-02-22,Four held in  N. Waziristan
10581,10581,2015-02-22,Aziz has apologised for defending APS attack  says Nisar
10582,10582,2015-02-23,Confusion as imported LNG due next month
10583,10583,2015-02-23,SBP blocks $65 million ‘suspicious’ transaction
10584,10584,2015-02-23,Nine passengers die in van fire near Nooriabad
10585,10585,2015-02-23,Imran accuses govt of  pre-poll rigging in GB
10586,10586,2015-02-23,Turkish troops enter Syria to rescue besieged colleagues
10587,10587,2015-02-24,PML-N for Senate polls by show of hands
10588,10588,2015-02-24,Ghani calls PM  exchanges views on dialogue process
10589,10589,2015-02-24,Another ring leader involved in school attack arrested
10590,10590,2015-02-24,Govt says terrorists’ trial by military courts is no violation of rights
10591,10591,2015-02-25,Indian foreign secretary’s visit likely on March 3
10592,10592,2015-02-25,Gayle’s double century crushes Zimbabwe
10593,10593,2015-02-25,Security for military court judges and prosecutors
10594,10594,2015-02-25,PPP lukewarm to govt proposal on Senate voting
10595,10595,2015-02-25,McCurry’s ‘Afghan Girl’ in limelight again  but this time with loopholes in Nadra’s rules
10596,10596,2015-02-26,Punjab to reform syllabus  map seminaries  says CM
10597,10597,2015-02-26,Govt drafts ‘anti-horse trading’ amendment
10598,10598,2015-02-26,Nisar urges West to stop linking Islam with terrorism
10599,10599,2015-02-26,Indian official’s visit part of regional outreach  says govt
10600,10600,2015-02-26,ISI chief holds crucial talks in US
10601,10601,2015-02-26,PML-N works frantically for clean Senate polls
10602,10602,2015-02-26,Irish ire dumps UAE
10603,10603,2015-02-26,Over 100 die in Afghanistan avalanches
10604,10604,2015-02-27,Parliamentary party heads meet today
10605,10605,2015-02-27,Amendment termed bid to ‘silence dissent’
10606,10606,2015-02-27,Several drafts of amendment prepared
10607,10607,2015-02-27,Army chief visits towns and villages affected by Indian shelling
10608,10608,2015-02-27,No place for terrorists in country  says PM
10609,10609,2015-02-27,Afghans record first win; Lanka maul BD
10610,10610,2015-02-28,Govt drops idea of increasing petrol price
10611,10611,2015-02-28,De Villiers carnage dismantles WI
10612,10612,2015-02-28,Violation of LG poll verdicts irks SC
10613,10613,2015-02-28,PPP moots own formula
10614,10614,2015-02-28,Two prisoners escape before military trial
10615,10615,2015-02-28,Consensus on amendment eludes PM
10616,10616,2015-03-01,Curiosity about Saudi invitation to Sharif
10617,10617,2015-03-01,Security men among 10 held for jailbreak
10618,10618,2015-03-01,NZ beat Aussies in thriller; India outclass UAE
10619,10619,2015-03-01,Govt fails to win Fazl’s support on 22nd amendment
10620,10620,2015-03-01,Analysis: When a chief minister gets his sleep ruined
10621,10621,2015-03-02,New Srinagar govt urges talks with Pakistan  Hurriyat
10622,10622,2015-03-02,Two held for parade attack plot
10623,10623,2015-03-02,Two suspected militants killed in Sibi clash
10624,10624,2015-03-02,Victory can’t conceal batting woes
10625,10625,2015-03-02,All eyes on Zardari as Senate elections loom
10626,10626,2015-03-03,Top Indian diplomat due today for talks
10627,10627,2015-03-03,470 parents held for refusing child vaccination
10628,10628,2015-03-03,Imran accuses main parties of being part of vote-buying plan
10629,10629,2015-03-03,Senate passes bills against honour killings  custodial deaths
10630,10630,2015-03-03,214 stranded at Delhi airport
10631,10631,2015-03-03,Iraq launches major offensive to retake Tikrit from IS
10632,10632,2015-03-04,Pakistan  India vow to work together
10633,10633,2015-03-04,Senate polls will be held  by secret  ballot: ECP
10634,10634,2015-03-04,SC comes close to issuing contempt notice to PM
10635,10635,2015-03-04,Nawaz leaves for Saudi Arabia today
10636,10636,2015-03-04,Three policemen killed in ambush
10637,10637,2015-03-04,Commanders discuss security situation
10638,10638,2015-03-04,Iraqi forces close in on Tikrit from several sides
10639,10639,2015-03-05,PM  Saudi King vow to strengthen relations
10640,10640,2015-03-05,SC rejects ECP’s schedule for LG polls
10641,10641,2015-03-05,Senate polls: 132 candidates  48 seats
10642,10642,2015-03-05,Imran  Khattak pursuing conflicting strategies
10643,10643,2015-03-06,SC accepts LG poll schedule for cantt boards  KP
10644,10644,2015-03-06,Pakistan backs Ummah’s unity without sectarian or racial considerations: FO
10645,10645,2015-03-06,Closer  messier Senate emerges after polls
10646,10646,2015-03-06,Faced with failure in Fata  PML-N spoilt Senate race?
10647,10647,2015-03-06,Bangladesh beat Scotland
10648,10648,2015-03-07,Irsa warns of water crisis  seeks PSDP freeze 
10649,10649,2015-03-07,ECP ‘ready’ for LG polls in Punjab  Sindh on Sept 20
10650,10650,2015-03-07,Analysis: Khattak saves the day for PTI
10651,10651,2015-03-07,Race for top Senate posts wide open
10652,10652,2015-03-08,Pakistan stun formidable Proteas in Auckland thriller
10653,10653,2015-03-08,PML-N  PPP offer Senate post to allies
10654,10654,2015-03-08,IDPs’ return likely to begin next week
10655,10655,2015-03-08,Three fresh cases raise year’s polio count to 16
10656,10656,2015-03-09,Analysis: Wrangling persists in listing terror groups
10657,10657,2015-03-09,Modi due in 2016  Xi’s visit being scheduled
10658,10658,2015-03-09,Govt ‘cherry picking’ results of fuel crisis inquiry
10659,10659,2015-03-09,Farmers stopped from going to Islamabad rally
10660,10660,2015-03-09,PPP boosts lobbying for Senate offices
10661,10661,2015-03-09,Widespread rain  heavy snowfall over hills
10662,10662,2015-03-10,N-capable ballistic missile tested
10663,10663,2015-03-10,Opposition names Rabbani for Senate post
10664,10664,2015-03-10,Qadri acquitted of terror charge; murder conviction upheld
10665,10665,2015-03-10,Islamabad  Kabul to document unregistered Afghans
10666,10666,2015-03-11,Polls in India-held Kashmir no substitute for plebiscite: Sartaj
10667,10667,2015-03-11,Nepra gives go-ahead for talks on power deal with Iran
10668,10668,2015-03-11,India race to 8-wicket win over Ireland
10669,10669,2015-03-11,PML-N makes the best  of a bad bargain
10670,10670,2015-03-11,Bar on death penalty lifted in toto
10671,10671,2015-03-11,US envoy praises Pakistan’s role for peace in Afghanistan
10672,10672,2015-03-12,Karachi in daze after Rangers’ raid on MQM redoubt
10673,10673,2015-03-12,Nisar says intelligence reports  led to raid
10674,10674,2015-03-12,Personnel ‘brought weapons’  says Altaf
10675,10675,2015-03-12,Seven killed in Dera Bugti clash with FC
10676,10676,2015-03-12,Opposition agrees on Senate deputy chairman
10677,10677,2015-03-12,PM vows to eradicate terror and resolve energy crisis
10678,10678,2015-03-13,Rangers get 90 days to quiz 28 MQM men
10679,10679,2015-03-13,South Africa crush UAE to reach quarter-finals
10680,10680,2015-03-13,Imran applauds swoop on Azizabad
10681,10681,2015-03-13,Muttahida demands judicial inquiry into worker’s killing
10682,10682,2015-03-13,Rabbani  Haideri sworn in as Senate chairman  deputy 
10683,10683,2015-03-13,SC annuls Sindh police’s APC contract
10684,10684,2015-03-14,Armed drone  laser-guided missile tested
10685,10685,2015-03-14,BD go down fighting to Kiwis
10686,10686,2015-03-14,IHC’s Lakhvi verdict triggers Indo-Pak diplomatic spat
10687,10687,2015-03-14,Arab allies pledge $12bn to Egypt
10688,10688,2015-03-14,48 die in Tirah air strike 
10689,10689,2015-03-14,President reiterates support for Azerbaijan on Nagorno-Karabakh
10690,10690,2015-03-14,Another 26 suspects remanded in police custody
10691,10691,2015-03-15,Rangers bring ‘killer of 120’ to court
10692,10692,2015-03-15,Pakistan  WI  Ireland vie for quarters today
10693,10693,2015-03-15,‘Pakistan won’t rush to join anti-Iran alliance’
10694,10694,2015-03-15,PML-N asks ECP to disqualify MPA
10695,10695,2015-03-15,Nisar criticises remarks against army
10696,10696,2015-03-15,Karachi blast leaves one dead
10697,10697,2015-03-16,Govt stops action on prisoners’ swap treaties with countries
10698,10698,2015-03-16,Deadly blasts mar joys of victory
10699,10699,2015-03-16,15 killed as suicide bombers hit two churches in Lahore
10700,10700,2015-03-16,13 bodies found in S. Waziristan
10701,10701,2015-03-16,Ton-up Sarfraz leads Pakistan to quarter-finals
10702,10702,2015-03-17,Support urged for Afghan reconciliation process
10703,10703,2015-03-17,China becomes third largest arms exporter
10704,10704,2015-03-17,Govt  MQM hold off fire in National Assembly
10705,10705,2015-03-17,Rangers  put down agitation  in Lahore
10706,10706,2015-03-17,Relatives of mob victim demonstrate
10707,10707,2015-03-17,Action to be taken over lynching: Nisar
10708,10708,2015-03-17,Faisalabad to Gojra motorway inaugurated
10709,10709,2015-03-17,Polls for Senate’s Fata seats on 20th
10710,10710,2015-03-18,S.Africa vs S. Lanka  or de Villiers vs Sangakkara
10711,10711,2015-03-18,Two missing persons ‘died in custody’  SC told
10712,10712,2015-03-18,12 death-row prisoners executed in a day
10713,10713,2015-03-18,Rangers file case against Altaf
10714,10714,2015-03-18,Two lady health workers  guard  shot dead
10715,10715,2015-03-18,PPP decides to invite MQM to join Sindh govt
10716,10716,2015-03-18,Shakil Afridi’s former counsel shot dead
10717,10717,2015-03-19,Last-minute reprieve for death row prisoner
10718,10718,2015-03-19,Saulat spills the beans; execution stayed
10719,10719,2015-03-19,Proteas reach semi-finals
10720,10720,2015-03-19,COAS calls for intelligence coordination
10721,10721,2015-03-19,UK urged to take notice of Altaf’s ‘threatening’ remarks
10722,10722,2015-03-19,‘Some people sacked to keep N-programme safe’
10723,10723,2015-03-20,Sartaj  FO differ on death penalty
10724,10724,2015-03-20,Saulat video jolts political landscape
10725,10725,2015-03-20,India outplay BD  march into semis
10726,10726,2015-03-20,Perween Rehman murder suspect held in Mansehra
10727,10727,2015-03-20,MQM lawmakers call it a ‘mockery’
10728,10728,2015-03-20,Video not recorded in jail: Balochistan minister
10729,10729,2015-03-21,Suicide bomber attacks Rangers; two personnel killed
10730,10730,2015-03-21,Two die in blast outside Bohra mosque
10731,10731,2015-03-21,Citizens told to remove all barriers
10732,10732,2015-03-21,All parties backed Karachi operation: PM
10733,10733,2015-03-21,Pakistan bow out unceremoniously despite Wahab’s ferocious spell
10734,10734,2015-03-22,Operation not against any party  says PM
10735,10735,2015-03-22,Interest rate cut to 8pc 
10736,10736,2015-03-22,Army claims killing 80 militants in Tirah
10737,10737,2015-03-22,WI out of race as Guptill rewrites history
10738,10738,2015-03-22,Fresh black warrant for Saulat sought
10739,10739,2015-03-23,Pakistan Day parade today after seven years
10740,10740,2015-03-23,Celebrations in Quetta begin with sports festival
10741,10741,2015-03-23,PTI to return to assemblies after commission formed
10742,10742,2015-03-23,Security forces regain strategic heights in Tirah
10743,10743,2015-03-23,Convict’s statement has helped MQM politically: Khursheed
10744,10744,2015-03-24,Display of military prowess  cultural heritage
10745,10745,2015-03-24,NZ  S. Africa meet in game of nerves today
10746,10746,2015-03-24,Modi greets Sharif on Pakistan Day
10747,10747,2015-03-24,PM wants to boost ties with Qatar in various fields
10748,10748,2015-03-24,11 killed as troops claim gains in Tirah
10749,10749,2015-03-25,Kashmiris important stakeholders  India told
10750,10750,2015-03-25,Parties back govt-PTI accord on poll inquiry
10751,10751,2015-03-25,NZ win stunning semi
10752,10752,2015-03-25,US drone  kills 13  militants in Afghanistan
10753,10753,2015-03-25,Move to bring back Altaf from UK under study  says Nisar
10754,10754,2015-03-26,Sharif approves expansion of operation in Sindh
10755,10755,2015-03-26,India  Australia meet today in battle for final
10756,10756,2015-03-26,Imran signals intent to take on MQM in Karachi
10757,10757,2015-03-26,46 killed  militant hideouts destroyed
10758,10758,2015-03-26,Intense Khyber operation enters last phase
10759,10759,2015-03-27,Pakistan to ‘help S. Arabia fight any threat’
10760,10760,2015-03-27,Australia humble India
10761,10761,2015-03-27,Altaf to file case over Saulat Mirza videotape
10762,10762,2015-03-27,Militants kill five policemen in Loralai
10763,10763,2015-03-27,Saudi-led coalition attacks Yemen’s Houthi militants
10764,10764,2015-03-27,NA passes bill on party-less LG polls in Islamabad
10765,10765,2015-03-28,No decision yet to join Yemen war  NA told
10766,10766,2015-03-28,Evacuation of Pakistanis ordered 
10767,10767,2015-03-28,Two police commandos killed in Karachi blast
10768,10768,2015-03-28,Operation to continue without victimisation  PM tells Muttahida
10769,10769,2015-03-28,Imran-Alvi tape ‘talk of the town’
10770,10770,2015-03-28,IMF approves 3-year $6.6bn package
10771,10771,2015-03-29,600 Pakistanis on way to Yemen port for evacuation
10772,10772,2015-03-29,Qatar LNG agreement silent on price
10773,10773,2015-03-29,Aussies  Kiwis play final today
10774,10774,2015-03-29,15 militants killed in Tirah clash: ISPR
10775,10775,2015-03-29,Two Czech women kidnapped in Balochistan freed after two years
10776,10776,2015-03-30,Joyous welcome for rescued Pakistani families
10777,10777,2015-03-30,Colonel dies in Peshawar attack
10778,10778,2015-03-30,Fazl  Pagara call for APC on Yemen issue
10779,10779,2015-03-30,Five militants killed  four kidnapped drivers freed
10780,10780,2015-03-30,Govt  PTI trying to salvage accord on judicial commission
10781,10781,2015-03-30,New Zealand undone by clinical Australia
10782,10782,2015-03-31,12-year-old girl burnt to death after  gang-rape
10783,10783,2015-03-31,Altaf suggests three names  as likely successors
10784,10784,2015-03-31,LHC orders cantonment polls on party basis
10785,10785,2015-03-31,OIC’s role to be sought for ending Yemen conflict
10786,10786,2015-03-31,Iran wanted to hold talks on Yemen crisis
10787,10787,2015-04-01,Support for defence of S. Arabia reaffirmed
10788,10788,2015-04-01,IDPs’ return to North Waziristan begins
10789,10789,2015-04-01,Iran says it can work with  S. Arabia to end Yemen conflict
10790,10790,2015-04-01,Pakistan to buy eight submarines  from China
10791,10791,2015-04-01,Petrol  diesel  prices go up after  six months
10792,10792,2015-04-01,Supporters of MQM  PTI clash in Azizabad
10793,10793,2015-04-02,Iranian minister due next week
10794,10794,2015-04-02,MQM leader freed after questioning by police in UK
10795,10795,2015-04-02,PML-N  PTI finally sign judicial commission MoU
10796,10796,2015-04-02,Opposition moots APC  joint session on Yemen
10797,10797,2015-04-02,Mission back from S. Arabia with ‘better understanding’
10798,10798,2015-04-03,Iran  world powers agree on framework nuclear deal
10799,10799,2015-04-03,Joint session to take up Yemen issue on Monday
10800,10800,2015-04-03,PM visits Turkey today
10801,10801,2015-04-03,Army chief endorses military courts’ death verdicts
10802,10802,2015-04-03,NAP report indicates little progress on key fronts
10803,10803,2015-04-04,Houthi rebels suffer setback  in central Aden
10804,10804,2015-04-04,Pakistan  Turkey to work for peaceful resolution of Yemen crisis
10805,10805,2015-04-04,Iran N-deal  a major breakthrough  says Asif
10806,10806,2015-04-04,Military courts’ secrecy unnerves experts
10807,10807,2015-04-04,President signs judicial commission ordinance
10808,10808,2015-04-05,Nisar offers Rangers for by-election security
10809,10809,2015-04-05,Sri Lankan president due today
10810,10810,2015-04-05,KP to hold LB polls on May 30
10811,10811,2015-04-05,Five killed in Tirah air strikes
10812,10812,2015-04-05,PPP to stand by PM in difficult times: Zardari
10813,10813,2015-04-05,Russia calls for UN-mandated pause in  Yemen attacks
10814,10814,2015-04-06,We should play role of mediators  says Imran
10815,10815,2015-04-06,Sri Lankan president arrives
10816,10816,2015-04-06,Three killed as planes bomb Tirah hideouts
10817,10817,2015-04-06,Parliament faces difficult task of deciding role in Yemen conflict
10818,10818,2015-04-06,JUI-F against joining far-away civil war
10819,10819,2015-04-06,11 TTP men arrested in Kuchlak
10820,10820,2015-04-07,Saudis want jets  ships and troops from Pakistan
10821,10821,2015-04-07,Heckling mars Imran’s return to parliament
10822,10822,2015-04-07,Six killed in Tirah bombing
10823,10823,2015-04-07,MoUs on N-cooperation  other issues signed with Sri Lanka
10824,10824,2015-04-08,Turkey helping with peace efforts in Yemen: PM
10825,10825,2015-04-08,Iranian FM due today  for talks  on crisis
10826,10826,2015-04-08,Sharif ignores PTI’s return to parliament
10827,10827,2015-04-08,US approves billion-dollar arms sale to Pakistan
10828,10828,2015-04-09,UN imposes sanctions on TTP chief Fazlullah
10829,10829,2015-04-09,Iran wants immediate ceasefire in Yemen
10830,10830,2015-04-09,PM’s gesture fails to allay distrust in parliament
10831,10831,2015-04-09,Modi thanks Sharif for evacuating Indian nationals
10832,10832,2015-04-09,CJ to head judicial commission
