Date,Combined_News
2019-05-28,"Airlines? fares increase up to 41% ahead of Eid,China to lift investment thresholds,Petrol price likely to go up by Rs9 before Eid,Sri Lanka enters port deal with Japan, India,Alibaba plans $20b Hong Kong listing to boost investment war chest,Oil defies trade fears as prices rise on tight supply,PSX CEO Richard Morin resigns,KSE-100 slips over 750 points in intra-day trading,Market watch: Index ends five-day winning streak, finishes in red,Cheaper RON 80-82 petrol to hurt motorcycle industry,End of zero-rated facility may push down exports to $21b,Funds for industrial package sought from budget,Govt proposes amnesty scheme for provinces,FBR calls for ending final income tax regime, Reason behind the rise is said to be soaring international fuel prices, dollar,Foreign investors' equity will continue to increase and may even reach 100%,OGRA to forward summary on May 30, new prices to take effect from June 1,Memorandum of Cooperation signed between three countries to develop East Terminal of the Colombo port,Company is aiming to file an application in Hong Kong as early as the second half of 2019,Investors remain concerned that trade war can dent fuel consumption,His resignation has been accepted by board of directors with immediate effect,Investors opt to book profits after phenomenal rally in past week,KSE-100 index inches down 6.44 points to settle at 35,697.37,PAMA DG says it will encourage mixing of low-grade RON with fuel for cars, other vehicles,PRGMEA chief says exporters are already facing hike in raw material prices due to rupee fall
,Power Division insists Rs118-billion amount should not be collected from distribution companies,Officials suggest an asset declaration scheme should also be presented to the provincial governments,Also proposes reduction in WHT on imported mobile phones"
2019-05-29,"PTI govt sets 4% GDP growth target for next fiscal year,China steps up threat to deprive US of rare earths,Oil prices drop as trade war worries outweigh supply disruptions,Abraaj founder released from custody after $19m bail payment,Market watch: Bourse turns bullish over expected creation of support fund,PAAPAM opposes proposal for used car import,End of zero-rated facility to raise business cost,Oil defies trade fears as prices rise on tight supply,PM aide sees economy taking off,Rupee weakens against dollar,PTCL cannot pay Rs40b in pensions,PTI govt weighing options to use local currencies in trade,NEPRA approves tariff hike of 55 paisa per unit, Council also approves national development outlay of Rs1.837tr for 2019-20,Warning is the latest salvo in the US-China trade war,OPEC output cuts and political tensions in Middle East, however, offer some support,Naqvi was being held in London on charges of defrauding investors,Benchmark index rises 1,010.15 points to settle at 35,959.43,Says it will cause damage to local auto parts manufacturing industry,It will lead to capital flight and dent country?s exports,Investors remain concerned that the trade war between the United States and China,Razak Dawood terms Pakistan best place for foreign investment,The IMF has asked Pakistan to end state control of the rupee,Says it will deplete company?s cash flow; asks government to bear the cost,Meeting deliberates over doing business with China, UAE in Yuan, dirham,Increase comes on account of fuel cost adjustment for April 2019"
2019-05-30,"Mahathir proposes common East Asia currency pegged to gold,Market watch: KSE-100 continues to rise, aided by support fund,Foreign exchange: SBP reserves drop 0.59% to stand at $8.01b,Oil falls on trade war worries, but tight market supports,China accuses US of 'naked economic terrorism',PM Imran approves increase in taxes on cigarettes,Senate panel voices concern over identity theft of passengers,CDC reduces fee to ramp up market,Debt servicing biggest challenge in budget,Second unit of CPEC power plant connected to grid,ECC set to approve two support funds for PSX, Describes the existing currency trading in the region as manipulative,Benchmark index gains 15.36 points to settle at 35,974.79,Decrease comes due to external debt servicing, other official payments,Chinese diplomat ramps up rhetoric by comparing actions from the US to economic terrorism,We are against the trade war, but we are not afraid of it, says vice foreign minister,Also gives go-ahead for 1% health tax on all beverages to boost revenues,Some 750 cases of identity theft to unlock smuggled phones unearthed,Provides 100% waiver on maintenance fee; cuts annual fee on long-term redeemable securities
,In first nine months of FY19, total debt and liabilities went up Rs6tr,Both units of CPHGC are now providing electricity to national grid,Funds worth Rs25-30 billion are expected to stabilise stock market"
2019-05-31,"End of trade programme with India 'a done deal': US,Oil poised for biggest monthly drop in six months on trade wars,PIA?s Boeing 777 grounded for 1.5 years declared fit to fly after overhaul,China to create company blacklist as US trade war escalates,Rupee recovers to 148.21 in inter-bank,PIA earns additional Rs10m by commercialising 'leg space' seats,Grape harvest festival planned,PSDP cut causes reduction in cement prices,PM to inaugurate Allama Iqbal Industrial City in October,Environment protection: Punjab mulls carbon emissions tax,Govt approves Rs20b stock market support fund,OGRA recommends Rs8.53 per litre hike in petrol price,Conflict over removal of zero-rated facility persists, Programme allows export of goods to the US without paying duties,Brent futures are heading for 10% slide in May and WTI for 13% drop,Test flight was conducted successfully from Karachi to Islamabad and vice versa,Announcement comes a day before Beijing is due to increase tariffs on $60b in US goods,People converting dollars into rupees due to attractive rate of return on investment,Airline has ended facility of keeping seats for ministers and other high officials,Standing committee taking measures to revive profits of the agriculture sector through modern technologies,Producers reduce prices by around Rs150 per bag,FIEDMC chairman says modern infrastructure in the zone to house all investors,Proposal for Re1 per litre tax on petrol, diesel to be sent to provinces; new exemptions for women, orphans mulled,Fund has been conceived and approved without involvement of SECP,Proposes increase of Rs8.99 in the price of high-speed diesel,PM aide supports stance of business community on maintaining status quo"
2019-06-01,"China sets up $724m fund to spur 5G development,PML-N sees worsening economy as threat to national security,China's retaliatory tariffs on US goods take effect amid standoff,Trump to end trade privileges for India on June 5,India PM Modi faces 'jobs crisis' as unemployment hits 6.1%,Sindh CM authorises revenue board to collect power duty,FPCCI concerned over slim OIC trade volume,IFC seeks zero-rated tax status for milk,Tax collection shortfall widens to Rs440 billion,Weekly review: KSE-100 remains highly volatile, gains 270 points,OICCI calls for aligning corporate tax with Asia,Govt to revive PSM through public-private partnership,Govt moves to set up CPEC Secretariat,Petrol price further jacked up by Rs4 per litre, Latest effort is aimed at gaining an edge in commercialisation of fifth generation technology,Former ruling party issues white paper on PTI govt?s first 10 months in power,US also begins collecting higher tariffs on many Chinese goods,US president had announced his intention to remove India from GSP programme in early March,Highest unemployment level in at least 45 years,Constitutes committee that will hold meeting with SBP governor on the issue,Level of trade among OIC member states is just 9% of total volume,Airs concern dairy sector is not attracting investment due to regulatory issues,Steep shortfall makes next fiscal year 2019-20?s proposed target of Rs5.550 trillion unrealistic,Investor interest revived as ECC approved Rs20b support fund to boost PSX,Says overall tax burden on companies is about 40% of profit, which increases business cost,PM aide meets officials of Chinese and Russian companies to initiate the process,Minister for planning and development will head the secretariat,Punjab would suffer most from increase as they had opted for petrol due to high prices of CNG"
2019-06-02,"?British Airways return is testament to Pakistan's improving security situation?,Total broadband users in Pakistan hit 70 million,Exporters open CDC accounts for tax refund,PTI govt to provide relief, improve tax receipts,Punjab to trim some taxes,Businessmen to meet PM Imran on zero-rated facility,FBR to simplify tax regime to broaden tax base,Pakistan eyes borrowing of $12.3 billion in FY20, UK envoy Thomas Drew posts video message on Twitter a day before airline's first flight set to touch down in...,Cellular subscribers increase 1.26% to 161m by end of April 2019,Bonds would mature after three years from the date of issuance,ADB, World Bank expected to provide $2-3b in assistance,Minister insists provinces must mobilise own resources,Fail to convince finance adviser not to withdraw tax exemption,Proposes to offer educational institutions, jewellers, SMEs, builders to pay lower than standard tax rates,Inflows expected from bilateral and multilateral lenders, Eurobond float and IMF"
2019-06-03,"China blames US for setback in trade talks,Huawei to sell undersea cable business, buyer's exchange filing shows,Oil prices edge higher as Saudi reassurances stem decline,Pakistan needs strategy for manpower export,Smugglers find new ways to get illegal phones registered,The need to address systemic economic issues,Another IMF bailout  and then what?,PM Imran woos traders to contribute to economic development,IMF wanted 600bps interest rate hike: Asad Umar, Says Washington should take responsibility for setback in trade talks,It is Chinese company's first major asset sale since the US accused it of espionage,Riyadh indicates OPEC+ will continue managing global crude supplies to avoid surplus,Many job opportunities are emerging in the region and beyond

,Air travellers complain other mobile phones are being registered on their passport numbers
,It will ensure exchange rate stability on a sustainable basis,For long-term results, govt will need to take guidance from other countries,Imran says government considers restoring the trust of the business community top priority,Former finance minister says international lender?s conditions were tougher in Oct"
2019-06-04,"SBP turns down FBR request for data of account-holders,Understanding the dying patwari system,Oil prices fall amid economic slowdown,US trying to level playing field with China: Pompeo,PTI govt rejects proposal of banning wheat export,Business forum calls for policy to take economy above $1tr,PSX proposes savings fund to attract Rs5tr investment,Debt servicing to hit record Rs2.8 trillion,Inflation up 9.1% in May, Revenue collector found that hardly 10% of over 50m bank account holders were tax filers,The Express Tribune speaks to agriculturalist Mian Asif Sharif to know about its origin in the Indian subcontinent,Get some support after Riyadh says consensus is emerging about extending supply cuts,Dutch counterpart says tariffs will hurt global trade,Flour mills were seeking the ban due to damage to the staple crop,Official says amnesty schemes no solution to the issue,It will give a push to slowing economy, turn around world?s worst performing stock market,IMF conditions responsible for high cost of retiring foreign loan,Raises questions over SBP?s move to increase discount rate to 12.25%"
2019-06-05,"US firms fret as China?s FedEx probe heightens frictions,PSX: Two listed firms to buy back shares at higher price,Start-ups need to learn how to pitch ideas,US gears up for antitrust battles with Big Tech,Subsidy for exporters to continue in FY20: Dawood,World?s biggest firms foresee $1tr in climate cost,PTI govt may face criticism for preferring Qatar LNG,Pakistani expats exempted from biometric verification, Business associations are fielding growing inquiries on how to navigate trade dispute,Share buyback by Arif Habib Ltd, Arif Habib Corp expected to revive investor confidence,Turning a technological solution into big business requires funding
,It can result in legal battles aimed at reining in giants such as Google, Amazon and Facebook,Adviser to Prime Minister on Commerce Abdul Razak Dawood says economic situation should have improved at a faster pace,Survey suggests many companies have underestimated the dangers,Should have hired a consultant to analyse LNG prices quoted by all suppliers,SBP suggests alternative measure for verifying their bank accounts"
2019-06-07,"Europe's 5G to cost $62b more if Chinese vendors banned,Trump to decide on $300b China tariffs after G20 meeting,Oil rises as Saudi Arabia signals OPEC deal extension, Report says this is also expected to delay the technology by about 18 months,Trade war escalation has wiped out more than $1.5tr in investments worldwide,Falih told conference $60 a barrel was too low to encourage investment in industry"
2019-06-08,"Green light on 5G use to fast-track China's future,Wall Street rallies as rate cut likely,BMW sells cars globally despite tariffs,Industry opposes more taxes on beverages,Electric vehicle push could add $1.3b to power bills by 2040: study,International business tycoons to arrive in Pakistan this month,Govt mulls tax levy on middlemen?s income,Shanghai Electric to finally acquire K-Electric this year, Ministry grants licences to China Broadcasting Network and country's top three telecom operators,The US added just 75,000 net new positions in May, less than half the 180,000 economists had been expecting,Company official says no reason to change Mexico plans in wake of US threats,BMG chief believes it will lead to industry?s closure, cause unemployment,Consumers will likely foot the bill to meet demand from Norway?s growing fleet of electric cars,Special assistant says huge FDI will come from Egypt, Malaysia and Gulf states,Could also increase tax on interest income to 30%,Govt accepts demand of Chinese firm to revise tariff upwards for end-consumers"
2019-06-09,"Budget to facilitate the downtrodden: Firdous,PTI govt set to impose ?health tax? on cigarettes, carbonated drinks,G20 agrees to push ahead with digital tax,Excise dept plans crackdown from June 10,?No immediate  plans to privatise power firms?,Budget to focus on strict fiscal discipline,KCCI urges halting axle load regime,France ready to cut Renault stake,Facebook to cut off Huawei,?Iran has no plans to leave OPEC?, Says efforts will be made to put minimum burden on the common man,Besides discouraging smoking, the move would generate revenue of Rs40 to Rs50 billion, says PM's focal person,Tech giants face criticism for cutting their tax bills by booking profits in low-tax countries,Holidays of field staff suspended to help them achieve tax collection targets,PM?s task force recommends putting privatisation policy on hold ,Measures likely to be aimed at achieving Rs5.5tr revenue collection target, curtailing expenses,Govt has limited consignment weight on highway to 15 tons,Le Maire?s comments came only days after Fiat Chrysler pulled the plug on a proposed merger with Renault,The social media giant said it took the step after President Donald Trump?s order barring Huawei from US technology ,Fellow members have treated Iran like an enemy alleges Oil Minister Bijan Zanganeh"
2019-06-10,"Foreign exchange: SBP reserves drop 1.85%, go below $8b mark,Market watch: Stocks nosedive 938 points ahead of budget announcement,PTI unveils its first economic survey,Oil rises on supply cuts, but weak economy holds market back,Rupee hits low of 151 against US dollar in open market,Why China prefers silence on imported Pakistani sugar?,Immense opportunities in global halal marketplace,Electric vehicles face immense barriers to entry into Pakistan,New petroleum prices ? reforms and innovation,Successive rate hikes to hit economy hard,Govt to largely abolish PML-N era non-filer regime, Decrease comes on account of external debt servicing,Benchmark index decreases 2.64% to settle at 34,567.55,Major challenges during current fiscal year were runaway imports, swelling trade and current account deficits,US withdrawal of tariff threat against Mexico removed cloud over global economy,Inter-bank rate increases by Rs2.40,Experts discuss unpredictable fluctuations in sugar prices

,Pakistan?s participation in fast growing halal market has so far been insignificant,Govt should distribute 2/3-wheel electric vehicles amongst poor

,It is vital to bring policy innovations to ease burden on lower income group,May attract global fund managers but it will be at the cost of economy,Targets four million income tax filers in two years"
2019-06-11,"PM Imran to form ?high-powered commission? to probe massive increase in Pakistan?s debt,Market watch: Stocks gain slightly as budget anxiety restricts rally,China says will respond if US escalates trade tension,Oil steadies above $62 as OPEC cuts counter growth concerns,Govt earmarks Rs701b for next year's development programme,PTI govt unveils Rs7.02tr budget for FY20,Agriculture sector falls way short of growth target,A few segments shine amid dismal industrial growth,Installed power production capacity rises,FBR opposes tax relief for industry?s revival,Pakistan?s stock, currency markets jolted,Pakistan loses record Rs972.4b in tax exemptions,SBP reserves drop 1.85%, go below $8b mark,Public debt swells to Rs28.6tr by March-end,Survey strikes a sour note, Govt is coming after all those who looted public wealth, says Imran Khan,Benchmark index increases 92.3 points to settle at 34,659.85,Trump says further tariffs are ready to kick in if no deal is reached at G20 summit,Russia says it might support an extension in OPEC-led supply cuts,Amount is insufficient for Rs8tr worth of ongoing and new projects that will take 12 years,Minister of State for Revenue Hammad Azhar presents the budget,Grows just 0.85% due to water shortage in FY19 compared to 3.8% target,Improvement seen in electronics, engineering and wood products,It comes mainly due to setting up of new CPEC power plants
,Commerce adviser meets PM to seek incentives under tariff rationalisation policy,PSX hits three-year low at 34,567.55 points; rupee drops to 150.10,Significant amount will now be recovered under a deal with the IMF,The decline in reserves was attributed to payments on account of external debt servicing,Major increase of Rs1.2tr in public debt came from 44% rupee depreciation,Finance adviser makes pitch for toughest ever budget"
2019-06-12,"Expectations low for Trump-Xi talks, preparations limited,Market watch: KSE-100 extends gains in post-budget trading session,Oil falls over 2% on weaker demand growth, gain in US crude stocks,PTI govt to go all out for Rs5.5 trillion tax,Govt projects Rs3.98tr spending on public debt,Separate ministry of poverty alleviation formed,Tax loaded and bloated budget,Rs113bn earmarked for railways,Rs190b apportioned for Ministry of Water Resources,Rs7.5b recommended for climate change projects,Subsidies swell 55% for energy, commodities,Rs287m reserved for Rangers? CPEC security wing,Rs280b package announced for agriculture sector,Budget 2019-20 proposes 18.8% hike in PM Office funds,PTI govt withdraws zero-rated status for major exporters,Pakistan introduces FED slabs for auto sector,PTI govt lifts curbs on property purchase,Pakistan sets lower revenue targets for oil, gas firms,PTI govt slaps Rs516b ?unprecedented? taxes,Income tax: What the salaried class will pay now, Trump says he will decide on whether to extend tariffs after June 28-29 G20 summit,Benchmark index rises 278.08 points to settle at 34,937.93,US Energy Information Administration cuts forecast for 2019 world oil demand growth,Hafeez Shaikh says he is ready to 'offend people' to meet revenue target,Spends Rs2.91tr on public debt retirement in outgoing fiscal year,Task will be to devise, implement programmes for social protection,Pay, pensions rise; income tax threshold slashed; FBR collection target set at Rs5.5t; 8.2% budget deficit projected,According to the budget draft, Rs29.51b have been earmarked for salaries and Rs33.37b pensioners,Amount of Rs120bn have been reserved for the ongoing hydel power projects and Rs697m for new projects,Rs64.2 million earmarked for the four ongoing projects,Govt will provide Rs271.5 billion in FY20,Rs15.383 million allocated for 500 police barracks in Islamabad,Funds will be utilised to improve water productivity, crop yields,Govt allocates Rs1.171 billion against the outgoing year?s revised estimate of Rs980m,Govt imposes 17% sales tax on textile, leather, carpet, sports goods and surgical instrument sectors,Duty levied on cars of all engine capacities,Govt withdraws 3% tax on price differential to close window for legalising black money
,Govt eyes collection of Rs359b against Rs486b in previous year
,Proposes harsh, inflationary taxation measures to qualify for IMF programme,The Express Tribune reviews new taxes proposed in FY20 and imposed in previous years"
2019-06-13,"Foreign exchange: SBP reserves drop 0.7% to stand at $7.8b,Pompeo to push in India for more US access to markets,Alibaba files for HK listing that may raise $20b,Market watch: KSE-100 rallies on restoration of investor confidence,Oil prices surge after suspected tanker attack near Iran,Juggernaut of income tax hike to roll over salaried class,Budget 2019-20: Health tax on cigarettes ignored,Auto parts makers criticise electric vehicle policy,Is Rs17,500 minimum wage sufficient amid heavy taxes?,PTI govt spent Rs439b without parliament?s approval,With reforms, current account deficit may hit $7b, Decrease comes on account of external debt servicing,Hopes India will drop its trade barriers and trust in competitiveness,Deal of this size will be biggest follow-on share sale globally in seven years,Benchmark index rises 465.14 points to settle at 35,403.07,Incident followed last month's sabotage attacks on vessels off Fujairah emirate,Increase in rates and new slabs means tough time ahead of middle class,Earlier, cabinet decided to make health levy part of Finance Bill 2019,Say focus should be on local industry as vehicles are not primary cause of pollution,Pay hike is insufficient considering massive rupee depreciation, accelerated inflation
,It leads to Rs300b cut in development budget, approval of supplementary budget,PFC chief terms budget balanced and development-oriented"
2019-06-14,"India set to levy higher tariffs on some US goods next week,Market watch: KSE-100 extends gains in volatile trading,NEPRA hikes power tariff by Rs1.49 per unit,Three more former Abraaj executives face US fraud charges,Oil set for weekly loss as demand fears outweigh geopolitics,PTI govts secure $518 million from World Bank for ?tax reforms?,Allocation for agriculture enhanced by 1,200%,Govt decides to open escrow account in Karkey rental power case,Budget FY20  Punjab to impose tax on 10 new sectors,Car sales fall 18% to 17,891 units in May,Rupee hits all-time low at 152.9 against the dollar,Repayment of Chinese infrastructure loans to start in 2021,Govt adds Rs3.9tr to public debt in 10 months of FY19,PM directs raising retirement age, Move comes following Washington's withdrawal of key trade privileges for New Delhi,Benchmark index rises 169.88 points to settle at 35,572.95,Distribution firms will recover Rs189.6b from consumers over 15 months,Three other former executives, including founder Arif Naqvi, were charged earlier this year,Attacks on two oil tankers in Gulf of Oman this week give prices floor,World Bank approves package for two projects,Food minister says provincial allocations will also be enhanced to Rs50b,Will deposit $50 million in European bank,The Punjab government will aim to generate a revenue of Rs15 billion,Car manufactures sold 21,813 units in May last year,Fall comes due to international payment pressure,Planning dept says Pakistani given preferential interest rates,It is nearly half the amount taken by PPP govt in its full five-year tenure,Tasks finance ministry with completing deliberations within two days; ministry seeks more time"
2019-06-15,"Pakistan seeks $1b ADB loan to repay foreign debt,Economic experts see silver lining in budget,Tax levied on ride-hailing services, online shopping in Sindh,Sindh allocates Rs8.4b for agriculture sector,Punjab targets new services to raise revenues,Finance adviser says zero-rated regime intact for exporters,Fitch keeps Pakistan?s rating stable at ?B negative?, Country's external debt obligations estimated at $10.4b in new fiscal year,Slate govt?s failure in developing national consensus on IMF programme,Sindh sets sales tax collection target at Rs145b for next fiscal year
,Amount includes Rs4.7 billion in foreign assistance,Ten more services added to provincial taxation network,Insists businesses will have to pay tax on domestic sales,IMF board decides to take up country?s request for $6b loan on July 3 for decision"
2019-06-16,"$3.4b loan to Pakistan not finalised yet: Asian Development Bank,Weekly review: Relief rally at PSX following budget annoucement,Chinese telecom firm ramps up 5G efforts,Exporters protest against withdrawal of zero-rated regime,Finance adviser denies budget is IMF dictated,Govt to withdraw its Rs2tr deposits from commercial banks,Ministry seeks 20-year tax break for shipping companies,Qatar emir?s visit to boost economic ties, Manila-based lender distances itself from govt's claim,KSE-100 index gains 68 points to settle at 35,573 points,China Mobile has started to invite bids for network construction and smartphone testing,Threaten to observe ?no export day? if govt does not reverse its decision,Says there is no option but to redouble efforts for improving economic situation,Experts discuss how federal and provincial govts will implement the decision,Wants extension in tax and duty exemptions from 2020 to 2040,He will arrive this month as Islamabad tries to balance relations with Arab nations"
2019-06-17,"US chipmakers quietly lobby to ease Huawei ban: sources,Undertaking measures to stabilise economy: SBP governor,Market watch: Stocks slip 404 points as four-day winning streak ends,Rupee falls, hits 157 in inter-bank trade,Sweet alternative to transform energy sector,Strengthen regulators before reforming SOEs,Focus turns to developing electric vehicle industry,Economic revival to take time, test people?s patience,Govt needs to invest in export-oriented economy,$3.4b loan to Pakistan not finalised yet: ADB, Chipmakers say Huawei units unlikely to present same security concerns as Chinese tech firm?s 5G ,Dr Reza Baqir addresses news conference in Karachi,Benchmark index loses 1.14% to settle at 35,168.82,Currency moved both ways within a range of Rs156.50 to Rs157.07,Govt can bring green revolution by introducing hybrid fuel,PTA and SBP are examples of strong regulators that helped turn around companies

,Market fragmentation will prove to be biggest stumbling block,Govt will have to help develop industrial sector, human capital for sustainable growth

,Lack of private-sector investment is major factor behind chronic trade deficit
,Manila-based lender distances itself from govt's claim"
2019-06-18,"Market watch: Stocks lose nearly 500 points amid uncertainty,Trump blasts comments by ECB's Draghi, cites unfair competition,Oil prices slip for second day on global growth fears,Pakistan signs $918m loan agreement with World Bank,Importers resist submitting CNICs of unregistered buyers,Pakistan, China agree to expedite work on eastern corridor,Punjab pivots to agriculture 2.0,Reaction:  Growers criticise tax on tobacco,Weekly Inflation:  SPI rises 0.28%ÿÿ (Business ? brief),Referral of tax evasion cases to NAB opposed,Alarmingly low water flows may impact Rabi crops,Rupee continues to lose as it drops for 7th successive session,Pakistan fulfills all IMF commitments: SBP chief,Hafeez Shaikh irked by delay in PSM?s privatisation, Benchmark KSE-100 index falls 1.4% to settle at 34,681.72,Draghi states further monetary policy changes may be needed by ECB,Middle East tensions after last week's tanker attacks cap losses,The loan will provide capital for development across various sectors,KCCI official says govt has been requested to defer legislation for at least three months,Planning minister and Chinese ambassador discuss pace of CPEC projects,Farmers in the province are increasingly turning to latest technological solutions to enhance yields
,Tobacco growers urged the government to fulfil its promise of eliminating Rs300 tax,The index for the group stood at 236.88 points against 233.89 points in the previous week,Senate panel objects to declaring trade-based illegal transfer of funds overseas as money laundering,Officials forced to utilise water for Kharif crops instead of conserving it,Currency depreciated to record low of Rs156.96 against dollar,Reza says rupee depreciation, interest rate hike help stabilise economy,Expresses displeasure over proposal for sale of power distribution companies"
2019-06-19,"Market watch: KSE-100 remains flat due to lack of positive triggers,Oil inches down as inventory data counters trade deal hopes,Fed likely to leave rates steady, despite market outlook and Trump demands,China's Belt and Road can speed development, needs transparency: World Bank,Official stresses upgrading fisheries,Dairy industry irked over 10% tax,Rupee weakens against dollar,Italian official for deepening trade ties,NA panel hints at rejecting AML amendment bill,PM aide for barter trade between Pakistan, Iran,Senate panel proposes cut in penalty for hiding assets,FDI drops to half at $1.6b in July-May FY19,Despite lower exports, trade deficit contracts 13.6%,Gas consumers to face up to 200% price hike,PM?s tax amnesty scheme fails to attract people, Benchmark index falls 25.6 points to settle at 34,656.12,After weeks of swelling, US crude stocks fall by 812,000 barrels last week,Plans to cut rates later this year due to investors' expectations and US president's demand,Real income gains of the project in Pakistan, Kyrgyz Republic and Thailand could be above eight per cent,The chairman offered to attract Chinese expertise and investment in fisheries sector,Major products categorised under fat filled milk category in Pakistan include tea whiteners and fortified milk,The IMF has asked Pakistan to end state control of the rupee and let the currency move freely to find its equilibrium,Insists business community should work for enhancing trade volumes,Committee?s response comes as government fails to satisfy concerns of legislators,Stresses need for removing trade barriers between two sides,Suggests three-year imprisonment and Rs0.5-million fine
,PBC CEO says drop comes in wake of unwelcome environment for investors,Gap calculated at $29.2b in 11 months solely due to import compression,Govt having already increased gas prices by up to 143% during ongoing financial year,Less than 250 people have so far opted for the scheme by paying around Rs450m"
2019-06-20,"Market watch: KSE-100 snaps three-day losing streak, gains 340 points,Zimbabwe's currency hits new low, firms demand payment in US dollars,Oil jumps 3% to $63 as Iran shoots down US drone in Gulf,Govt to float Rs200b Sukuk next week for slashing circular debt,Govt sanctions Rs270b for circular debt,Sectors picked for boosting exports,Wheat committee discusses prices,Rupee stable against dollar,Japan keen to invest in water plant,FPCCI sets $5b target for Pakistan?s exports to China,Ministry seeks first right for PNSC in oil imports,PM adviser to meet businessmen, address grievances,K-P increases tax on people earning over Rs20,000,Current account deficit shrinks 29% to $12.68b,Pay raise suggested for civil servants, Benchmark index rises 0.98% to settle at 34,995.91,RTGS dollar has plunged 60% against US dollar since its introduction in Feb,Expectations of Fed slashing interest rates, drop in US crude stocks also lend support,It will be second such issue, help pay partial dues of power producers,Authorities decide to discontinue Rs3 per unit electricity subsidy for local industries,Dawood was of the view that workers of the furniture industry had great skills and potential and if used properly,he federal minister asked the representatives of the provinces to apprise about the current stock situation,The IMF has asked Pakistan to end state control of the rupee,Dawood apprised the delegation about the incentives provided by the Auto Development Policy,Official says volumes likely to double after FTA phase-II as 313 items are included,Calls for reversing decision that allows PSO import of petrol and LSFO,Plans to frame joint strategy for removing budget anomalies,Also imposes tax on educational institutions, hospitals and fitness centres,Decline comes on back of reduction in imports, growth in remittance inflows,Senate panel recommends hike in income tax exemption ceiling, rejects 17% sales tax"
2019-06-21,"FATF gives Pakistan until October to curb terror financing,Market watch: Stocks post limited gains as index rises 129 points,Govt set to go public with data of 53 million people,Oil rises towards $65 on fears of US attack on Iran,Long-term sugar policy under consideration,Oil jumps 3% amid US-Iran tension,Rupee stable against dollar,Strategy stressed to broaden tax base,Traders oppose sales tax on raw cotton,Govt inks deals for petroleum exploration,FBR working aggressively to broaden tax net,Senate panel rejects most clauses in Finance Bill,Asad Umar discloses IMF demands for loan package,Rs40,000 prize bond to be discontinued, Finance ministry says govt committed to timely completion of action plan,Benchmark index increases 0.37% to settle at 35,125.25,Effectiveness of this move may be minimised as data has not been transformed to actionable information,Prices continue to spike on back of growing tensions in Middle East after Iran shot down US drone,Dawood expressed hope that balance quota for sugar export to China would be utilised to improve balance of trade,Brent crude, the global benchmark, was up $1.40 at $63.22 a barrel at 1035 GMT,The central bank said it will continue to closely monitor the situation ,. The consumption of electricity by economic groups reveals that the domestic sector has been the largest user,Say it will discourage production, counter govt?s policy of boosting cotton trade,Companies will invest $13.6m over a period of three years,Will launch crackdown against people who have undeclared assets on July 1,Recommends fixing of exchange rate at Rs151 to a dollar, interest rate at 9%,Says final agreement reflects concessions that Pakistan won in negotiations,Govt gives 9 months to prize bond holders to convert their saving instruments"
2019-06-22,"inter-bank market: Rupee stable against dollar,Investment: ?Opportunities emerging in agriculture?,Govt quietly offers tax amnesty to realty sector,Honda raises car prices by up to Rs425,000,Pakistan lags behind in online sales,Majid Al Futtaim to invest Rs40b in Pakistan?s retail,Govt mulls SEZ for electric vehicle manufacturing,Gold price touches fresh peak at Rs78,100 per tola,World Bank approves $171m for K-P agriculture,Chinese firms ready to relocate industrial units, World Bank has supported the idea of leaving the rupee free from state control,akistan was a preferred country due to its agricultural resources where lots of investment opportunities were emerging,Allows investors to legalise tax-evaded money at just 4% of property value,Increase comes due to rupee depreciation against dollar,Chinese official says trust deficit, lack of efficient payment system hamper e-commerce,Massive investment comes despite uncertain economic situation in country,Official says Pakistan has situation conducive for introducing electric vehicles,Metal becomes expensive following rise in world market that hit six-year high,Will support productivity by improving irrigation,Adviser says govt wants Chinese companies to form joint ventures"
2019-06-23,"Huawei files lawsuit over seized equipment,Negotiators pave way for Trump-Xi meeting at G20,Cigarette manufacturer backs FED of Rs300 per kg,Weekly review: Lack of triggers, profit-taking drive market down,FBR doubles service charges on goods clearance,Energy testing lab being set up at $10m cost,Govt?s foreign borrowing soars to $9.5b in 11 months,Chinese company ready to invest $3b in Lahore project, Case is latest salvo in battle between US govt and Huawei,China hopes US will create necessary atmosphere for evenhanded dialogue,Insists the levy will assist in documentation of the industry
,KSE-100 index closes lower by 448 points to settle at 35,125,Businessmen concerned as charges go up to Rs500 per goods declaration,Speakers say energy sector has suffered due to lack of vision,Fails to meet annual projection of $9.3b in foreign loans,Will pour capital into clean drinking water and sanitation system
"
