Date,Headline
2020-05-15,Ancient footprints shed light on early humans 
2020-05-15,Mass testing begins in Wuhan amid Covid-19 comeback 
2020-05-15,Vietnam goes all out to avoid first virus death 
2020-05-15,First Covid-19 case found in Bangladesh camps 
2020-05-15,EU offers vaccine hope as Trump slams China over coronavirus 
2020-05-15,Du Plessis backs double quarantine for T20 World Cup 
2020-05-15,Fans haunted by looming ghost games in Bundesliga restart 
2020-05-15,PCB again sends questionnaire to Salim Malik with reference to his UK meetings 
2020-05-15,Nadeem underscores need for mental growth in players development 
2020-05-15,No demand for cars despite easing lockdowns 
2020-05-15,Pandemic clouds US-China trade deal: Trump 
2020-05-15,Pakistan credit rating under review on debt relief concerns  says Moodys 
2020-05-15,FBR tax proposals not in line with govts vision: Hafeez 
2020-05-15,Balochistan CM reviews  steps to counter Covid-19  locusts 
2020-05-15,I was forced to agree on disposal of habeas corpus plea  reveals A.Q. Khan 
2020-05-15,PM asks chief secretaries to name those involved in smuggling 
2020-05-15,Japan to provide $4m Covid-19 aid 
2020-05-15,Balochistan govt being run thru social media apps: opposition 
2020-05-15,IHC tells police to withdraw personnel from VIP duties 
2020-05-15,PML-N challenges official statistics of Covid-19 cases 
2020-05-15,Minorities commission discusses problems faced by Muslims in India 
2020-05-15,Five firms in Pakistan  India allowed to make and sell remdesivir 
2020-05-15,Commerce adviser testifies before sugar probe commission 
2020-05-15,Govt  opposition trade graft charges in Senate 
2020-05-15,IHC asks  FIA why no action taken in judge video scandal case 
2020-05-15,Centre unveils exams policy in backdrop of Covid-19 
2020-05-15,FO voices concern at Israeli move to annex parts of West Bank 
2020-05-15,Govt mulls lockdown in areas violating SOPs 
2020-05-16,The Analytical Angle: Covid-19 and the looming education crisis 
2020-05-15,Mob vandalises JPMC ward after hospital's refusal to hand over Covid-19 patient's body 
2020-05-16,Pakistan rubbishes Indian army chief's allegations about new 'proxy' group in occupied Kashmir 
2020-05-16,5 millenial moms share how they're raising their kids on their own terms 
2020-05-18,Over 250 global artists urge Israel to stop the siege of Gaza 
2020-05-16,Leopards spotted in Margalla Hills National Park as virus clears way 
2020-05-16,PCB agrees 'in principle' to tour England in July: Wasim Khan 
2020-05-16,China tells US to stop 'unreasonable suppression' of Huawei 
2020-05-18,Pakistan's top export destinations have been devastated by Covid-19. What does it mean for our trade? 
2020-05-16,30 migrant workers killed in India's lockdown crashes 
2020-05-16,Local celebs join in as global #Masks4All movement comes to Pakistan 
2020-05-16,No beds  packed morgues: Mumbai hospitals near collapse 
2020-05-16,Brutal Afghan attacks highlight limitations of US-Taliban deal 
2020-05-16,Crowds at Wuhan clinics fear coronavirus testing could rekindle disease 
2020-05-16,Charity single 'We Are The World' is getting an American Idol encore 
2020-05-16,5 ways you might be damaging your skin during Ramazan 
2020-05-16,Italy to allow international travel from June 3 
2020-05-16,India's coronavirus infections surpass China  but contagion slowing 
2020-05-16,Alarm in Germany as 'corona demos' take off 
2020-05-16,Editorial: Coronavirus has become the biggest threat to the revival of Pakistan cricket 
2020-05-16,On the spectrum of success and failure against Covid-19  where does Pakistan stand? 
2020-05-17,Editorial: Govt's mixed messaging is the biggest cause of public SOP violations 
2020-05-16,The states scorn for science and surrender to religious forces has put Pakistans millions in danger 
2020-05-16,Story Time: The lost king 
2020-05-16,Art Corner 
2020-05-16,Story Time: A new dawn 
2020-05-16,The weekly weird 
2020-05-16,Spotlight 
2020-05-16,Health: Healing from trauma 
2020-05-16,Wonder Craft: Popsicle stick picture puzzle 
2020-05-16,Story Time: Magical healing 
2020-05-16,Leasure: Street cricket in the age of the coronavirus 
2020-05-16,Mailbox 
2020-05-16,Poet's Corner 
2020-05-16,Stay home  keep learning! 
2020-05-16,KP transport service to resume on Monday 
2020-05-17,LRH doctor blames exit on admins failure to develop Covid-19 plan 
2020-05-16,New financial order 
2020-05-16,House collapse  mudslide kill six in Buner  Bajaur 
2020-05-16,Special police reporting desk set up for transgender people 
2020-05-16,Pindi district admin seals markets  imposes fines for coronavirus SOP violations 
2020-05-16,No suspected Covid-19 patient will be refused treatment at any hospital 
2020-05-16,Sindh govt refuses to lift ban on public transport  ride-hailing services 
2020-05-16,Kamal favours changes in 18th Amendment  not its rollback 
2020-05-16,Sindh governor gives assent to Covid-19 emergency relief ordinance 
2020-05-16,Jordan warns Israel of massive conflict over annexation 
2020-05-16,Facebook buys animated graphics startup GIPHY 
2020-05-16,ISIS-K  not Taliban  behind attacks in Afghanistan: US 
2020-05-16,Last-ditch bid to save Oslo building with Picasso murals 
2020-05-16,Virus could cause cancellation of 28 million surgical operations worldwide: study 
2020-05-16,French hospital staff confront Macron 
2020-05-16,WHO probing virus link to rare disease as boy dies in France 
2020-05-16,Of 123 vaccines  seven enter human trials 
2020-05-16,Afridi  Mushfiqur bat together for virus relief efforts in Bangladesh 
2020-05-16,German football returns and steps into the unknown 
2020-05-16,Tokyo Games next year may not be conventional 
2020-05-16,Kohli  Sharma could be left stranded when training resumes 
2020-05-16,Salim Malik vows to give perfect reply to PCB questionnaire 
2020-05-16,FIFA extends mandate of PFF Normalisation Committee till end of 2020 
2020-05-16,Fourth-day rally takes index past 34 000 
2020-05-16,US economy in deep trouble 
2020-05-16,European stocks rise  pushing aside second-wave virus fears 
2020-05-16,Pandemics global impact could reach $8.8tr: ADB 
2020-05-16,Fuel imports fall by 55pc in April 
2020-05-16,Appointments to tree project challenged 
2020-05-16,Comprehensive strategy needed to combat coronavirus:  Balochistan CM 
2020-05-19,Experts find lacunae in govt strategy on Covid-19 
2020-05-16,Doctors  paramedics praised for keeping Covid-19 under control in AJK 
2020-05-16,Javed Jabbars nomination as Balochistan representative to NFC criticised 
2020-05-16,ECC allocates Rs75bn for labourers  daily wage earners 
2020-05-16,NA debate on virus remains inconclusive 
2020-05-16,Ministries  divisions told to cut expenditures 
2020-05-16,Nepra voices concern over Discos performance  rising circular debt 
2020-05-16,FM Qureshi seeks economic relief for poor nations 
2020-05-16,Punjab  KP decide to conditionally lift ban on public transport 
2020-05-19,Court calls former PMs  Zardari in Toshakhana gifts case 
2020-05-16,NAB prepares another case against Sharifs  Maryam 
2020-05-16,PM urges nation to learn to live with pandemic 
2020-05-18,AJK govt suspends relaxations in lockdown following surge in Covid-19 cases 
2020-05-18,Two men arrested for killing 2 teenage girls for 'honour' in Waziristan village 
2020-05-17,Netanyahu's new Israeli government approved  eyes West Bank annexations 
2020-05-17,India extends lockdown to May 31  to relax rules in some areas 
2020-05-17,Visually impaired British-Pakistani teenager wins hearts at Britain's Got Talent 
2020-05-17,Afghan president and rival announce power-sharing agreement 
2020-05-20,Atiqa Odho is all praises for Bilal Abbas and Yumna Zaidi in Pyar ke Sadqay 
2020-05-17,China's ambassador to Israel found dead in Tel Aviv home: police 
2020-05-17,Move Rohingya to Bangladesh island to refugee camps: UN chief 
2020-05-18,Pakistani-British businessman Anwar Pervez slides to 50th spot on Rich List 2020 after pandemic losses 
2020-05-17,Turkish dramas could destroy the local industry  says Yasir Hussain 
2020-05-17,What Karachi's lockdown meant for the city's stray animals 
2020-05-17,Frozen musical shut down permanently due to coronavirus 
2020-05-17,Smokers' Corner: The populists' rhetorical trap 
2020-05-17,Two journalist brothers  15 family members recover from Covid-19 
2020-05-17,First Kalash spring festival without tourists comes to an end 
2020-05-18,Editorial: In some ways  Pakistan seems to be moving with the times in dealing with Covid-19 
2020-05-17,BOOKS IN BRIEF 
2020-05-19,COLUMN: THE 'RESTLESS HEART' 
2020-05-17,NON-FICTION: THE QUARANTINE OF THE HAZARAS 
2020-05-17,FICTION: PEOPLE LIVING IN GLASS HOTELS... 
2020-05-17,NON-FICTION: THE BATTLE OVER SUFISM 
2020-05-18,Terrorism under Covid-19 
2020-05-17,Uplift of tribal districts govts top priority: KP CM 
2020-05-17,Health depts section under fire over poor performance 
2020-05-17,PAMI rejects PMDCs decision to cancel registrations of 15 colleges 
2020-05-17,SOPs for public transport in Punjab finalised 
2020-05-17,16 doctors  nurses isolated at Rawalpindi's BBH after contact with suspected Covid-19 patient 
2020-05-17,Another doctor tests positive in Sahiwal 
2020-05-17,Lockup after lockdown: Rashid predicts indiscriminate NAB sweep after Eid 
2020-05-17,Lahore admin gets Riawind bazaar closed 
2020-05-17,Punjab cuts transport fares by 20pc 
2020-05-17,Murad says next Sindh budget to be impacted by coronavirus 
2020-05-17,Teaching online is much more taxing and difficult  says scholar from US 
2020-05-17,MQM-P leaders rejects Sindh govts emergency relief ordinance 
2020-05-17,Sindh agrees to resume public transport after Eid holidays 
2020-05-18,Trump selects Muslim American to find Covid-19 vaccine 
2020-05-17,Iran sentences French academic to 6 years in prison 
2020-05-17,Horseracing set for resumption in Lahore on June 7 
2020-05-17,ATP  WTA  ITF extend suspensions due to Covid-19 pandemic 
2020-05-17,Gayle regrets Sarwan virus comments 
2020-05-17,Club Brugge formally declared Belgian champions 
2020-05-17,Haaland shines in Dortmund romp as Bundesliga returns 
2020-05-17,India eases foreign ownership of defence ventures 
2020-05-17,Imports of auto parts  accessories jump 
2020-05-17,May 22-27 Eid holidays announced 
2020-05-17,Balochistan opposition vows to resist move against 18th Amendment 
2020-05-17,Court summons BISPs former chief  others over graft in issuing ads 
2020-05-17,ADB to support provincial projects on regional connectivity 
2020-05-17,India should talk to Taliban if Delhi feels it will help peace push: Pakistan 
2020-05-17,PML-N objects to PM aides directives to anti-graft watchdog 
2020-05-17,Sindh refutes Centres claim of providing medical equipment 
2020-05-17,Presidential order for holding elections  forming caretaker govt in GB issued 
2020-05-17,LHC to rehear child pornographers plea against conviction 
2020-05-17,Limited domestic flights operation resumes 
2020-05-17,Lockdowns dont violate Federal Legislative List  SC told 
2020-05-17,Govt detects more evidence of money laundering by Shahbaz 
2020-05-17,Pakistan records 30 times increase in testing capacity 
2020-05-17,Two teenage girls in Waziristan village killed for 'honour' over leaked mobile video 
2020-05-19,Shopping malls to open in Sindh in line with SC's orders: Saeed Ghani 
2020-05-18,Citizen injured in unprovoked firing by Indian troops along LoC: ISPR 
2020-05-18,UK adds loss of smell and taste to Covid-19 symptom list 
2020-05-19,These are the people risking their lives in order to save yours  here is what they have to say 
2020-05-18,Babar Azam praying pandemic won't scupper World Cup 
2020-05-18,What to expect when you're expecting during a pandemic 
2020-05-18,European shares rise on economic awakening; oil and gold jump 
2020-05-18,China warns US of all necessary measures over Huawei rules 
2020-05-18,Special COVID-19 Dashboard for Physicians 
2020-05-18,Esra Bilgic responds to love from Pakistani fans 
2020-05-20,Pandemic dead give New Delhi gravedigger sleepless nights 
2020-05-18,Yemen could face 'catastrophic' food situation as pandemic worsens: FAO 
2020-05-18,Saba Qamar calls out every awkward interview ever in new YouTube video 
2020-05-19,SC finds 'no valid reason' for keeping malls closed  says no need to keep markets closed on weekends 
2020-05-18,WHO to kick off international meet amid US-China tensions 
2020-05-18,Hollywood pays tribute to late comedy actor Fred Willard 
2020-05-18,Filmmaker Shehzad Hameed picks up two awards at World Media Festival 
2020-05-18,'Covid toes ' other rashes latest possible rare virus signs 
2020-05-18,Taliban claim car bomb that killed at least 7 intelligence personnel in east Afghanistan 
2020-05-18,Decision-making on education around Covid-19 should ensure equity  fairness and continuity 
2020-05-18,We have something to learn from Kerala's healthcare system 
2020-05-18,Consequences of the federal governments Covid-19 policy have yet to fully unfold 
2020-05-18,Footprints: The pandemic has opened our eyes to the need for a more inclusive world 
2020-05-18,NFC: Restoring the fiscal balance 
2020-05-19,Pandemic cuts into Ramazan donations 
2020-05-18,Weed protection for rice seedlings 
2020-05-18,Meeting agriculturists requirements 
2020-05-18,Crystal-ball economists 
2020-05-18,MSCI EM Index: Hanging by a thread 
2020-05-18,Labour  an underrated asset 
2020-05-18,Green-tech revolution through agripreneurs 
2020-05-18,KP CM fears increase in virus cases as lockdown eases 
2020-05-18,Three-year-old giraffe dies in Peshawar Zoo 
2020-05-18,Transporters promise to follow SOPs as ban relaxed in KP 
2020-05-18,Plasma helps recover first Covid-19 patient in Peshawar 
2020-05-18,Police drop investigation in couples murder  suicide case in Rawalpindi 
2020-05-18,Adventure tourism sector will struggle in wake of Covid-19: Alpine Club official 
2020-05-18,55 markets  shops sealed in Rawalpindi district for SOP violations 
2020-05-18,Flour shortage imminent as PFMA announces closure 
2020-05-18,Journalist  his three children in Khanewal test positive for Covid-19 
2020-05-18,Confusion about coronavirus figures resurfaces in Punjab 
2020-05-18,Boy strangled after sexual assault in Lahore 
2020-05-18,Transport owners in Lahore reject govt SOPs to resume operations 
2020-05-18,Rs18.5 million recovered from fake BISP aid recipients in Sindh 
2020-05-18,CNG sector seeks reduction in its prices to stay alive 
2020-05-18,What will post-Covid-19 Karachi look like  surmise master architects 
2020-05-18,Sindh governor claims herbs helped him recover from coronavirus 
2020-05-18,No shortage of ventilators for Covid-19 patients  says Murad 
2020-05-18,Over 400 women doctors monitor from abroad Covid-19 patients in Sindh 
2020-05-18,Syria strikes kill seven Iran-backed fighters 
2020-05-18,Tropical Storm Arthur inches closer to US East Coast 
2020-05-18,Eleven firefighters hurt while running away from blast in Los Angeles 
2020-05-18,US successfully launches unmanned reusable drone for space experiments 
2020-05-18,UK royal swan census cancelled due to virus 
2020-05-18,Wear a mask or face jail in Kuwait and Qatar 
2020-05-18,Russian newborn has coronavirus  say officials 
2020-05-18,US Democrats launch probe into ouster of State Dept watchdog 
2020-05-18,European season will finish in August  says UEFA president 
2020-05-18,Shaheen can make into fab four  predicts Bhogle 
2020-05-18,World T20 Cup faces postponement as IPL set to take place 
2020-05-18,Balochistan's flour mills to shut in protest against non-supply of wheat 
2020-05-18,PPP calls for withdrawal of illegal NFC notification 
2020-05-18,KP reports polio case  taking years tally to 48 
2020-05-18,Planning minister vows relief package for newspaper sellers 
2020-05-18,Balochistan minister rejects Covid-related corruption allegations 
2020-05-18,Jabbar says his association with Balochistan spans about 45 years 
2020-05-18,Call for probe into deliberate destruction of Steel Mills 
2020-05-18,FAO prepares crisis appeal for Pakistans locust issue 
2020-05-18,Railways to refund tickets if service not resumed 
2020-05-18,German football champs return to action as deaths decline in Spain  UK 
2020-05-18,Four terrorists killed in encounter near Bahawalpur 
2020-05-18,Obama highlights racial inequalities of Covid-19 
2020-05-18,Oil refineries  firms told to boost supplies 
2020-05-18,PM launches cash disbursal programme for workers today 
2020-05-18,India may conduct false flag operation  says Imran 
2020-05-18,Federal govt suspends Islamabad mayor 
2020-05-18,30 000 tests per day sufficient  says Asad 
2020-05-18,Twitter  Periscope services disrupted in Pakistan 
2020-05-20,WHO faces virus probe after Trump threatens to permanently freeze US funding 
2020-05-20,Coronavirus pandemic leaves education in limbo in Pakistan 
2020-05-19,Key Kashmiri fighter killed by Indian forces after 12-hour gun battle 
2020-05-19,'All my dreams are shattered'  Coronavirus crushes Asias garment industry 
2020-05-19,Tens of thousands evacuated as India  Bangladesh brace for super cyclone 
2020-05-20,Courts should think about whether their decisions fall within ambit of govt's authority: Saeed Ghani 
2020-05-19,Yeh Dil Mera's story deserved better treatment 
2020-05-19,Khaled Anam launches infotainment YouTube channel for kids 
2020-05-19,Thank you for the love Pakistan  says Ertugrul cast 
2020-05-24,BJP is using Covid-19 as a weapon to crackdown against democratic dissent 
2020-05-19,Kohli says father refused to bribe way into team 
2020-05-19,'Supreme Court not concerned about money being spent on Covid-19 but the quality of services being provided' 
2020-05-20,I cant pretend to be a pyari beti just to please people  says Saba Qamar 
2020-05-20,Chinese scientists believe new drug can stop pandemic 'without vaccine' 
2020-05-19,McDonald's hit with sexual harassment complaint at OECD 
2020-05-19,7 soldiers martyred in two separate terror attacks in Balochistan: ISPR 
2020-05-20,Virus pushes science and its controversies centre stage 
2020-05-19,Trump says he is taking hydroxychloroquine 
2020-05-19,Disney's streaming executive becomes Tik Tok CEO 
2020-05-19,The virus itself has given the clearest hint for the way forward for PPP 
2020-05-20,Easing the lockdown before the virus curve falls is risky 
2020-05-19,Gold rises to its highest since 2012 as price hits Rs97 000 per tola 
2020-05-19,Hong Kong activists charged as clashes erupt in legislature 
2020-05-19,Under-trial vaccine succeeds in producing Covid-19 antibodies in humans 
2020-05-19,Outbreak at Chinese-owned factory shows challenges of easing Indias lockdown 
2020-05-19,French cinemas get heated over lockdown drive-in 
2020-05-19,Saudi attacker on US base had ties with Al Qaeda: report 
2020-05-19,Parliament comes undone 
2020-05-19,PM launches cash scheme for workers affected by pandemic 
2020-05-19,PML-N warns of famine due to locust attack in south Punjab 
2020-05-19,Clerics announce resumption of congregational prayers at mosques 
2020-05-19,Outage in Pakistan not from companys end  says Twitter 
2020-05-19,Opposition slammed for politicising Covid-19 
2020-05-19,Balochistan not to allow public transport resumption 
2020-05-19,Govt begins clearing media organisations dues 
2020-05-19,PPP  PML-N worried over SOPs violation 
2020-05-19,Two terrorists killed in Naurang 
2020-05-19,Transmission of virus to Jamrud medics alarms authorities 
2020-05-19,Man held over Waziristan girls video 
2020-05-19,ANP demands recovery of  Buner trader 
2020-05-19,274 students brought back from China 
2020-05-19,First death of health worker from coronavirus reported at Pims 
2020-05-19,PPP should play Pakistan card  not Sindh card: Qureshi 
2020-05-19,Punjab's transport owners refuse to resume service under SOPs 
2020-05-19,Sindh govt oblivious to threat posed by Covid-19 waste 
2020-05-19,WB agrees to launch $145m Covid-19  locust control projects in Sindh 
2020-05-19,Bilawal reminds judiciary of medical realities as PTI hails  SC order 
2020-05-19,Two IS militants get death on 70 counts in Qalandar shrine suicide blast case 
2020-05-19,Soldier martyred  three injured in blast in North Waziristan 
2020-05-19,Cricket should be on back burner until situation improves: Wood 
2020-05-19,Spit banned but sweat okay to polish balls amid virus: ICC 
2020-05-19,I want to be attacking captain like Imran Khan: Babar Azam 
2020-05-19,India wont rush players back to training 
2020-05-19,Bayern brush Union aside on Bundesliga return  in silent stadium 
2020-05-19,PIA incurs loss of Rs56bn 
2020-05-19,Govt working on capacity-based taxation for traders 
2020-05-19,SECP asked to fine-tune Companies Act 
2020-05-19,Economy shrinks by 0.38pc  National Accounts Committee told 
2020-05-19,EU may fast track remdesivir sale before US 
2020-05-19,$371m WB loans signed for agriculture  social sectors 
2020-05-19,Sindh opposes train service resumption 
2020-05-19,Railways allowed to resume partial operation from tomorrow 
2020-05-19,National Commission for Human Rights still non-functional despite lapse of one year 
2020-05-19,Govt complies with SC orders as death toll tops 920 
2020-05-19,BRT project completion needs another month  KP tells Imran 
2020-05-19,China backs virus probe after pandemic 
2020-05-19,Experts find idea of herd immunity risky: Fawad 
2020-05-20,Former Balochistan governor dies at Karachi hospital after testing positive for Covid-19 
2020-05-20,Global response needed to defeat virus  says PM Imran as he reiterates call for debt relief 
2020-05-20,For the first time in 800 years  Cambridge University scraps in-person lectures for 2020-2021 
2020-05-20,Legally Blonde 3 finally confirmed by Reese Witherspoon 
2020-05-20,Pakistan hails OICs condemnation of India 'illegally' redefining Kashmir domicile law 
2020-05-21,Fans share their funniest encounters with Pakistani cricketers 
2020-05-20,Occupied Kashmir's internet blackouts hinder health services  contact tracing 
2020-05-20,Sukuk oversubscription reflects strong market confidence in govt's policies: PM Imran 
2020-05-20,Asim Azhar is releasing his version of Bollywood song Humraah 
2020-05-20,China slams US for 'dangerous' message to Taiwan's leader 
2020-05-20,Academy might postpone Oscars 2021 due to coronavirus 
2020-05-20,PTI lawmaker who tested positive for coronavirus passes away in Lahore 
2020-05-20,You might've downloaded the wrong Ertugrul 
2020-05-22,Humans under lockdown  How people across the world are coming to terms with the 'new normal' 
2020-05-20,Pakistani celebs can't stop discussing Ertugrul  Turkish content and the local industry 
2020-05-20,My decision to make: Trump defends criticised use of drug 
2020-05-20,Here's why Kumail Nanjiani calls lockdown 'The Weirds' 
2020-05-20,In veiled warning to Iran  US tells Gulf mariners to stay clear of its warships 
2020-05-20,Johnson & Johnson to stop selling talc baby powder in US and Canada 
2020-05-20,'Super cyclone' bears down on Bangladesh  India 
2020-05-20,Global CO2 emissions to drop 4-7pc in 2020  but will it matter? 
2020-05-20,The virus of hate will be with us long after the pandemic 
2020-05-20,The future of Afghans should not depend on political egos 
2020-05-22,Why would citizens follow SOPs if they are made to believe that no contagion is threatening their lives? 
2020-05-20,7 projects worth Rs41bn approved by Central Development Working Party 
2020-05-20,Rallies in 30 cities of Punjab against anti-labour policies 
2020-05-20,JIT formed to probe Waziristan honour killings 
2020-05-20,No decision yet to reopen tourism industry in KP 
2020-05-20,SC halts expansion of Monal Restaurant  orders capital admin to replant felled trees 
2020-05-20,Court questions Ehsaas plans legitimacy  summons BISP secy 
2020-05-20,Child pornographers plea against conviction dismissed 
2020-05-20,Punjab's shopping malls open with minor restrictions 
2020-05-20,PPP backs PML-N call for new election 
2020-05-20,Sindh govt allows normal funeral rites of Covid-19 patients with precautions 
2020-05-20,SC should have considered doctors opinion on Covid-19  says PMA 
2020-05-20,Even if educational institutions reopen  many parents would not send their children to school: Ghani 
2020-05-20,Malls in Karachi reopen with adherence to SOPs 
2020-05-20,PTI demands governors rule in Sindh as speaker adjourns PA session 
2020-05-20,Gunmen shoot dead seven worshippers in mosque attack 
2020-05-20,China offers farmers cash to give up wildlife trade 
2020-05-20,Indonesia calls for Saudi decision on Haj 
2020-05-20,Russia denounces US attempts to break WHO 
2020-05-20,World carbon pollution falls 17pc during pandemic peak 
2020-05-20,Players  sports organisers feted at KBBA-PSWA event 
2020-05-20,Babar needs to sit with worlds best captains: Saqlain 
2020-05-20,Umar Akmal files appeal against three-year ban 
2020-05-20,Ronaldo back training at Juventus after two months 
2020-05-20,Companies fear protracted slump 
2020-05-20,Corporates start resuming plant operations 
2020-05-20,Moodys puts banks on review amid govts weakening support capacity 
2020-05-20,FAO decides to educate farmers on pandemic 
2020-05-20,Balochistan CM condemns attacks on FC 
2020-05-21,Comment: Role of communications in post-Covid-19 planning 
2020-05-20,Pakistan rejects Indias new Kashmir domicile rules 
2020-05-20,Ex-PM gets bail in PSO appointment case 
2020-05-20,NA to hold marathon session to fulfil constitutional requirement 
2020-05-20,PMs aide calls for joint global efforts to combat virus 
2020-05-20,Lockdown in Balochistan extended till June 2 
2020-05-20,ADB okays $300m loan to boost Pakistans Covid-19 response 
2020-05-20,Evacuations as major cyclone heads for South Asia 
2020-05-20,Afghan groups urged to agree on ceasefire 
2020-05-20,Spain seeks extension of lockdown despite decline in infections 
2020-05-20,NAB opens probe against religious affairs minister 
2020-05-20,PML-N lawmaker challenges NFC composition in high court 
2020-05-20,Govt considers putting Shahbazs name on no-fly list 
2020-05-20,SC ignores plea to get experts views on pandemic 
2020-05-21,Alice Wells' remarks another doomed attempt to defame Sino-Pak relations: Chinese embassy 
2020-05-22,Can Sindh's health facilities deal with an influx of critical Covid-19 patients? 
2020-05-21,Palestinians shun CIA after declaring end to security coordination with US and Israel 
2020-05-21,Sikh kitchens feed New Delhis masses during virus lockdown 
2020-05-21,Lockdown over  Pakistan's Covid-19 deaths  infections tick higher 
2020-05-22,Neelum Muneer just had the cutest moment with Ertugrul actor Gülsim Ali 
2020-05-22,Major sugar mills underreported sales  committed fraud: forensic report 
2020-05-21,Julia Roberts  Hugh Jackman and more give their social media accounts to health experts 
2020-05-22,Eidul Fitr should be celebrated with simplicity  says Sindh CM as cases continue to rise 
2020-05-24,Nawazuddin Siddiqui's family accused of physical and mental torture by wife 
2020-05-22,Virus pushes Pakistan's transgender dancers out of their homes 
2020-05-21,Saudi Ramazan TV dramas invite scrutiny of Israel ties 
2020-05-21,US envoy Zalmay Khalilzad demands reduction in violence in Afghanistan 
2020-05-21,22 killed as 'super cyclone' ravages Bangladesh  India 
2020-05-21,Apple  Google launch coronavirus contact tracing platform 
2020-05-21,Mask Banao wants everyone to make homemade masks to fight coronavirus 
2020-05-21,The Snyder cut for Justice League is finally releasing 
2020-05-21,Lives Lost: Residents remember Shafqat Khan  Pakistani immigrant who helped others in Jersey City 
2020-05-21,Top HIV scientist says he wouldn't count on a vaccine for coronavirus soon 
2020-05-21,Monkeys develop virus immunity after infection  vaccine: studies 
2020-05-22,Schools are scheduled to reopen in July. But how are we going to make this safe? 
2020-05-21,Pakistani stars pay tribute to unsung heroes during Covid-19 times 
2020-05-21,Debt woes 
2020-05-21,Covid & governance 
2020-05-21,Suspected killer of Waziristan girls arrested 
2020-05-21,Retail shops allowed to operate throughout week in KP 
2020-05-21,Health dept orders probe into purchases for Covid-19 emergency 
2020-05-21,Nine aircraft will spray locust-hit areas: NDMA 
2020-05-21,PMDC declares accreditation of 10 medical  dental colleges unlawful 
2020-05-21,NAB to offer hi-tea to its prisoners on Eid 
2020-05-21,Cabinet body agrees to reopen shrines in Punjab 
2020-05-21,LHC summons NAB officer in Ramzan Sugar Mills case 
2020-05-21,Punjab's transport owners resume service as govt accepts most of demands 
2020-05-21,Traders give grim prognosis of Eid sales even after opening of markets 
2020-05-21,Passengers rejoice as train service resumes from Cantt Station 
2020-05-21,Sindh govt lifts curbs on congregational prayers 
2020-05-21,Stay granted on private schools plea against 20pc fee reduction lifted 
2020-05-21,Nightly blaze of candles lit in homage to German virus victims 
2020-05-21,Brazil sees record virus deaths as pandemic surges in Latin America 
2020-05-21,Trump blames China for mass worldwide killing 
2020-05-21,Cricket Australia mulls disinfecting ball to lower health risks 
2020-05-21,Cummins wants artificial substance to shine ball 
2020-05-21,Bowlers lead the way as England cricketers set to resume training 
2020-05-21,Football closer to coming back  says Klopp as Liverpool return to work 
2020-05-21,PCB briefs players about strict regimen to be followed for England tour 
2020-05-21,Competition Commission of Pakistan support sought to check anti-competitive practices 
2020-05-21,Gwadar has transshipment potential: Razak 
2020-05-21,FPCCI seeks end to discretionary powers of tax officials 
2020-05-21,Rs432bn loan payments deferred so far: SBP 
2020-05-21,ECC okays diversion of Rs10bn from Covid-19 relief package to power sector debt repayments 
2020-05-21,Balochistan Assembly holds session under SOPs 
2020-05-21,Wapda chief eyes dam diversions completion in three years 
2020-05-21,Covid-19 cash assistance begins for refugees 
2020-05-21,Special package allocated to Balochistan  GB varsities 
2020-05-21,Virus has killed three journalists  infected 156  says PFUJ 
2020-05-21,False flag operation by India imminent: Imran 
2020-05-21,Red zone files: Curious case of the cabinet 
2020-05-21,Taliban supreme leader offers general amnesty to opponents 
2020-05-21,PM Imran places Tiger Force in Sindh under governor 
2020-05-21,Govt proposes open vote for Senate elections 
2020-05-21,US praises Pakistans cooperation for peace in Afghanistan 
2020-05-21,Locust attack may ultimately threaten food security 
2020-05-21,PM makes a strong case for debt relief at WEF 
2020-05-23,Pilots  cabin crew were all qualified  says PIA CEO after Karachi plane crash 
2020-05-23,'Devastating  heartbreaking': International  local leaders react to PIA plane crash 
2020-05-22,In pictures: PIA flight PK-8303 crashes in Karachi's Model Colony 
2020-05-22,Danish Taimoor  Ayeza Khan slam fake news about being onboard PK-8303 
2020-05-22,PK-8303 crash: List of passengers on the flight 
2020-05-23,A timeline of major air crashes in Pakistan 
2020-05-22,Peter Dinklage and Jason Momoa are teaming up for a movie 
2020-05-23,97 killed as plane crashes into residential area near Karachi airport 
2020-05-22,Time flows in reverse in Tenet's latest trailer 
2020-05-22,Cannes rolls out drive-in cinema 
2020-05-22,China boosts spending but no big steps for virus-hit economy 
2020-05-22,'Political hit job': Trump lashes out at scientists whose findings contradict him 
2020-05-22,How South Korea turned an urban planning system into a virus tracking database 
2020-05-22,Singer Cher thanks Pakistani government for freeing Kaavan  the lonely elephant 
2020-05-22,Sons of murdered Saudi journalist Khashoggi 'forgive' killers 
2020-05-22,Cyclone toll hits 95 as Bangladesh and India start mopping up 
2020-05-22,How Netflix saved Money Heist from being cancelled with two dollars 
2020-05-22,The holiday season this time is governed by some grim realities that are not easy to ignore 
2020-05-22,The state cannot safeguard the security of its women and children 
2020-05-22,Power sector's interest payments won't be made from PM relief fund  says finance ministry 
2020-05-22,Covid-19 in jails: Why tracking infected prisoners became necessary 
2020-05-22,Economic costs of Covid-19 
